geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
gene-SAOUHSC_01522	0	0	0	0	0	0
gene-SAOUHSC_01523	0	0	0	0	0	0
gene-SAOUHSC_01524	0	0	0	0	0	0
gene-SAOUHSC_01525	0	0	0	0	0	0
gene-SAOUHSC_01526	0	0	0	0	0	0
gene-SAOUHSC_01527	0	0	0	0	0	0
gene-SAOUHSC_01528	0	0	0	0	0	0
gene-SAOUHSC_01529	0	0	0	0	0	0
gene-SAOUHSC_01530	0	0	0	0	0	0
gene-SAOUHSC_01531	0	0	0	0	0	0
gene-SAOUHSC_01532	0	0	0	0	0	0
gene-SAOUHSC_01533	0	0	0	0	0	0
gene-SAOUHSC_01535	0	0	0	0	0	0
gene-SAOUHSC_01536	0	0	0	0	0	0
gene-SAOUHSC_01537	0	0	0	0	0	0
gene-SAOUHSC_01538	0	0	0	0	0	0
gene-SAOUHSC_01539	0	0	0	0	0	0
gene-SAOUHSC_01540	0	0	0	0	0	0
gene-SAOUHSC_01541	0	0	0	0	0	0
gene-SAOUHSC_01542	0	0	0	0	0	0
gene-SAOUHSC_01543	0	0	0	0	0	0
gene-SAOUHSC_01544	0	0	0	0	0	0
gene-SAOUHSC_01545	0	0	0	0	0	0
gene-SAOUHSC_01546	0	0	0	0	0	0
gene-SAOUHSC_01547	0	0	0	0	0	0
gene-SAOUHSC_01548	0	0	0	0	0	0
gene-SAOUHSC_01549	0	0	0	0	0	0
gene-SAOUHSC_01550	0	0	0	0	0	0
gene-SAOUHSC_01551	0	0	0	0	0	0
gene-SAOUHSC_01552	0	0	0	0	0	0
gene-SAOUHSC_01553	0	0	0	0	0	0
gene-SAOUHSC_01554	0	0	0	0	0	0
gene-SAOUHSC_01555	0	0	0	0	0	0
gene-SAOUHSC_01556	0	0	0	0	0	0
gene-SAOUHSC_01557	0	0	0	0	0	0
gene-SAOUHSC_01558	0	0	0	0	0	0
gene-SAOUHSC_01559	0	0	0	0	0	0
gene-SAOUHSC_01560	0	0	0	0	0	0
gene-SAOUHSC_01561	0	0	0	0	0	0
gene-SAOUHSC_01562	0	0	0	0	0	0
gene-SAOUHSC_01563	0	0	0	0	0	0
gene-SAOUHSC_01565	0	0	0	0	0	0
gene-SAOUHSC_01566	0	0	0	0	0	0
gene-SAOUHSC_01567	0	0	0	0	0	0
gene-SAOUHSC_01568	0	0	0	0	0	0
gene-SAOUHSC_01569	0	0	0	0	0	0
gene-SAOUHSC_01570	0	0	0	0	0	0
gene-SAOUHSC_01571	0	0	0	0	0	0
gene-SAOUHSC_01572	0	0	0	0	0	0
gene-SAOUHSC_01573	0	0	0	0	0	0
gene-SAOUHSC_01574	0	0	0	0	0	0
gene-SAOUHSC_01575	0	0	0	0	0	0
gene-SAOUHSC_01576	0	0	0	0	0	0
gene-SAOUHSC_01577	0	0	0	0	0	0
gene-SAOUHSC_01578	0	0	0	0	0	0
gene-SAOUHSC_01579	0	0	0	0	0	0
gene-SAOUHSC_01580	0	0	0	0	0	0
gene-SAOUHSC_01582	0	0	0	0	0	0
gene-SAOUHSC_01583	4951	3390	4744	2043	2307	346
gene-SAOUHSC_01584	1445	1067	1216	704	939	147
gene-SAOUHSC_01585	9966	7678	8239	9234	12510	1769
gene-SAOUHSC_01586	6666	5504	5103	7445	7592	1428
gene-SAOUHSC_01587	4011	3135	3313	3189	3799	664
gene-SAOUHSC_01588	1446	1061	1100	1079	1237	219
gene-SAOUHSC_01589	2657	1915	2103	2957	2695	267
gene-SAOUHSC_01590	342	204	185	536	969	88
gene-SAOUHSC_01591	7803	7183	6107	2794	3398	274
gene-SAOUHSC_01592	7408	5763	5168	3856	3527	349
gene-SAOUHSC_01593	362	316	262	787	985	89
gene-SAOUHSC_01594	1768	1536	1402	4029	5030	637
gene-SAOUHSC_01595	114	93	75	185	258	86
gene-SAOUHSC_01596	372	242	226	858	881	87
gene-SAOUHSC_01597	3581	2653	2744	4163	4928	672
gene-SAOUHSC_01598	1487	956	952	2792	2719	493
gene-SAOUHSC_01599	22358	17493	12125	38084	40354	3760
gene-SAOUHSC_01600	10440	9198	7301	11844	10446	828
gene-SAOUHSC_01601	6403	4853	4189	1259	1775	534
gene-SAOUHSC_01602	1173	961	732	616	742	100
gene-SAOUHSC_01603	5	2	8	0	2	0
gene-SAOUHSC_01604	2562	2414	1296	6501	7951	1753
gene-SAOUHSC_01605	19400	15956	11790	27999	26412	4823
gene-SAOUHSC_01606	3363	2835	1915	3448	4062	756
gene-SAOUHSC_01607	30	25	22	69	87	19
gene-SAOUHSC_01608	6	6	12	94	59	3
gene-SAOUHSC_01609	2440	1801	1786	2826	3696	408
gene-SAOUHSC_01610	1278	943	758	1625	1973	551
gene-SAOUHSC_01611	23145	14485	16631	9385	9176	1609
gene-SAOUHSC_01612	13751	9119	9573	5840	6058	1313
gene-SAOUHSC_01613	13316	8260	9304	5454	5273	1808
gene-SAOUHSC_01614	12678	8775	9103	4990	5349	1050
gene-SAOUHSC_01615	8447	5111	5314	5163	6673	925
gene-SAOUHSC_01617	1299	711	662	1498	1636	61
gene-SAOUHSC_01618	5515	4429	4005	5289	7410	1628
gene-SAOUHSC_01619	795	670	560	1051	932	75
gene-SAOUHSC_01620	6042	5064	4243	8707	9162	1075
gene-SAOUHSC_01621	3759	3222	2775	5525	6652	475
gene-SAOUHSC_01622	2327	1862	1643	3575	4317	988
gene-SAOUHSC_01623	6870	6011	4938	9628	10745	2877
gene-SAOUHSC_01624	2819	2624	1999	4071	4531	1262
gene-SAOUHSC_01625	9793	8072	6765	17642	15017	2541
gene-SAOUHSC_01626	2546	1919	1518	6183	10163	1450
gene-SAOUHSC_01627	2144	1270	1505	3069	3196	123
gene-SAOUHSC_01628	567	324	398	685	660	52
gene-SAOUHSC_01629	4065	2621	2842	4062	4391	1365
gene-SAOUHSC_01630	2892	2000	1664	4347	4107	547
gene-SAOUHSC_01632	4256	3621	2654	6691	7632	2758
gene-SAOUHSC_01633	2780	2675	1880	4789	5751	841
gene-SAOUHSC_01634	1412	1142	874	2459	3221	358
gene-SAOUHSC_01635	1811	1753	992	3520	3900	263
gene-SAOUHSC_01636	1	2	0	0	3	2
gene-SAOUHSC_01637	57	34	50	51	88	4
gene-SAOUHSC_01638	77	58	41	59	61	3
gene-SAOUHSC_01639	44	33	30	37	27	1
gene-SAOUHSC_01640	43	23	35	27	38	4
gene-SAOUHSC_01641	109	81	103	65	37	3
gene-SAOUHSC_01643	232	141	156	95	80	7
gene-SAOUHSC_01644	3952	3070	2895	6871	7152	913
gene-SAOUHSC_01645	1222	1178	1049	2365	3160	323
gene-SAOUHSC_01646	3007	2613	2277	5736	6042	2785
gene-SAOUHSC_01647	174	176	194	488	669	62
gene-SAOUHSC_01648	781	729	635	2018	2684	687
gene-SAOUHSC_01649	924	819	795	2753	3302	280
gene-SAOUHSC_01650	464	381	354	1617	2484	221
gene-SAOUHSC_01651	6322	4156	3884	7349	5100	326
gene-SAOUHSC_01652	6190	5606	3988	10786	10887	1669
gene-SAOUHSC_01653	27471	26790	16604	52725	69481	9896
gene-SAOUHSC_01655	2534	1897	1664	698	902	34
gene-SAOUHSC_01656	5345	3994	3331	1613	1866	91
gene-SAOUHSC_01657	5116	3697	3269	1558	1928	89
gene-SAOUHSC_01658	14680	11896	12766	8391	10966	2168
gene-SAOUHSC_01659	13845	11742	12027	9064	11709	1626
gene-SAOUHSC_01660	9192	8393	6299	6990	7802	1324
gene-SAOUHSC_01661	5185	4245	3754	3582	4006	420
gene-SAOUHSC_01662	36737	27490	23078	22632	17510	3641
gene-SAOUHSC_01663	30183	20852	20162	13500	11915	1521
gene-SAOUHSC_01664	2440	1746	1687	2786	2788	471
gene-SAOUHSC_01665	1252	789	894	1560	1444	104
gene-SAOUHSC_01666	30519	26409	18979	74775	69897	12932
gene-SAOUHSC_01667	5123	3665	3971	3070	2999	468
gene-SAOUHSC_01668	5309	3655	3956	3069	3010	283
gene-SAOUHSC_01669	35	18	15	8	8	0
gene-SAOUHSC_01670	3213	2036	2181	1849	1671	174
gene-SAOUHSC_01671	1164	646	896	861	805	51
gene-SAOUHSC_01672	2811	1971	1838	2050	2319	219
gene-SAOUHSC_01673	4421	3179	3096	4651	5952	638
gene-SAOUHSC_01675	33862	25484	20170	29658	35711	12006
gene-SAOUHSC_01676	32333	23702	18814	29740	28195	8649
gene-SAOUHSC_01677	16931	12665	10995	17699	15733	3207
gene-SAOUHSC_01678	32939	26524	19560	39813	18678	3096
gene-SAOUHSC_01679	10850	12237	7807	11388	13884	2119
gene-SAOUHSC_01680	3212	3692	2430	2597	3118	324
gene-SAOUHSC_01681	38001	42576	29647	10569	5585	1130
gene-SAOUHSC_01682	30497	41107	26727	9234	5200	1403
gene-SAOUHSC_01683	612645	679101	453532	111842	25890	5888
gene-SAOUHSC_01684	166109	193577	129927	30407	5896	196
gene-SAOUHSC_01685	122123	126991	105718	26619	4280	212
gene-SAOUHSC_01686	1684	1475	1347	915	1131	211
gene-SAOUHSC_01687	465	454	358	369	543	471
gene-SAOUHSC_01688	13580	9835	11015	12170	12194	2475
gene-SAOUHSC_01689	8680	7852	6289	10658	11638	443
gene-SAOUHSC_01690	4701	3094	4347	1409	1431	90
gene-SAOUHSC_01691	1094	797	856	1227	1433	145
gene-SAOUHSC_01692	1721	1539	1001	3535	3996	419
gene-SAOUHSC_01693	691	602	485	769	966	112
gene-SAOUHSC_01694	4930	3825	3471	6173	6001	587
gene-SAOUHSC_01695	3310	2884	2421	3897	5411	896
gene-SAOUHSC_01696	2821	2783	2187	4881	6276	1571
gene-SAOUHSC_01697	2642	2149	2034	2657	3681	634
gene-SAOUHSC_01698	618	519	476	706	689	48
gene-SAOUHSC_01699	1869	1448	1361	2050	2248	280
gene-SAOUHSC_01700	3887	3141	2708	3919	4048	531
gene-SAOUHSC_01701	1805	1553	1450	1925	2304	215
gene-SAOUHSC_01702	1645	1385	1146	2033	2106	141
gene-SAOUHSC_01703	1	2	2	3	17	1
gene-SAOUHSC_01704	26	17	25	59	94	6
gene-SAOUHSC_01705	378	261	231	181	310	29
gene-SAOUHSC_01706	2008	1413	1273	1602	2334	115
gene-SAOUHSC_01707	1502	1227	903	1437	2015	127
gene-SAOUHSC_01708	843	739	592	852	1433	204
gene-SAOUHSC_01709	1401	1496	922	1748	3611	506
gene-SAOUHSC_01710	252	251	177	444	914	55
gene-SAOUHSC_01711	575	577	348	1338	2164	273
gene-SAOUHSC_01712	337	422	186	1200	1819	316
gene-SAOUHSC_01714	9438	7355	6771	9365	9417	892
gene-SAOUHSC_01715	7120	6317	5265	6556	8184	1361
gene-SAOUHSC_01716	8616	7509	6288	7069	6590	1720
gene-SAOUHSC_01717	3946	3687	2815	2937	3284	430
gene-SAOUHSC_01718	1098	803	880	957	991	36
gene-SAOUHSC_01719	6231	4623	4798	9674	12789	4067
gene-SAOUHSC_01720	5826	5336	4855	10952	20562	3939
gene-SAOUHSC_01721	4167	3181	3035	9069	13717	1485
gene-SAOUHSC_01722	7343	5582	6674	13031	16161	4578
gene-SAOUHSC_01723	5212	4007	4061	2805	3231	472
gene-SAOUHSC_01724	456	385	341	529	674	51
gene-SAOUHSC_01725	8776	7329	6009	6885	7198	1733
gene-SAOUHSC_01726	2490	1923	1735	2000	2471	361
gene-SAOUHSC_01727	9394	8042	6931	9558	12951	1627
gene-SAOUHSC_01728	1338	766	639	1174	1102	192
gene-SAOUHSC_01729	12451	9783	10192	48949	86925	6320
gene-SAOUHSC_01730	8517	6815	5285	25282	50144	3166
gene-SAOUHSC_01732	3155	2230	2078	5052	8531	2512
gene-SAOUHSC_01733	219	165	118	123	57	6
gene-SAOUHSC_01734	6620	5718	4621	8719	9020	1271
gene-SAOUHSC_01735	3730	3419	2200	5831	4766	432
gene-SAOUHSC_01736	167	104	115	184	135	58
gene-SAOUHSC_01737	3478	2995	2613	5909	8304	2004
gene-SAOUHSC_01738	1044	899	828	1618	2133	299
gene-SAOUHSC_01739	3695	2884	2555	7332	11195	872
gene-SAOUHSC_01741	1851	1684	1251	4294	5179	886
gene-SAOUHSC_01742	8869	7156	6121	20807	27856	4521
gene-SAOUHSC_01743	5081	3051	3957	3280	3129	524
gene-SAOUHSC_01744	8727	5330	6908	4482	4681	422
gene-SAOUHSC_01746	12425	9620	9350	16282	17586	1928
gene-SAOUHSC_01747	4173	3563	2711	5990	5252	474
gene-SAOUHSC_01748	7919	7621	6105	6465	9089	1445
gene-SAOUHSC_01749	6336	6287	5263	3938	6046	1054
gene-SAOUHSC_01750	7208	7182	5831	5402	8110	2437
gene-SAOUHSC_01751	4075	3796	3211	3575	4949	407
gene-SAOUHSC_01752	2438	2483	1751	3023	2153	312
gene-SAOUHSC_01753	11542	11501	8936	11258	16338	3354
gene-SAOUHSC_01755	57789	55345	47937	28984	31986	12412
gene-SAOUHSC_01756	32465	29095	28861	15396	19349	3131
gene-SAOUHSC_01757	77321	76017	73085	40779	81972	12025
gene-SAOUHSC_01758	4349	3364	4017	1713	1230	107
gene-SAOUHSC_01759	13187	11341	12049	4857	5352	337
gene-SAOUHSC_01760	30967	21139	28484	2841	3126	219
gene-SAOUHSC_01761	49256	32870	48501	5379	6426	237
gene-SAOUHSC_01762	2425	1697	1765	1647	1356	87
gene-SAOUHSC_01763	1757	1044	1496	109	123	42
gene-SAOUHSC_01764	158	114	136	62	41	6
gene-SAOUHSC_01765	303	139	375	48	29	1
gene-SAOUHSC_01766	13498	12628	9684	42069	50602	7405
gene-SAOUHSC_01767	16706	17211	12495	53994	65885	11267
gene-SAOUHSC_01768	2689	1946	2126	3604	4420	693
gene-SAOUHSC_01769	5843	3791	4268	10506	7299	1273
gene-SAOUHSC_01770	504	277	295	756	547	20
gene-SAOUHSC_01771	11855	9314	8981	9003	10010	2043
gene-SAOUHSC_01772	4344	3705	3219	3407	3461	603
gene-SAOUHSC_01773	2209	1832	1652	1310	1175	97
gene-SAOUHSC_01774	8137	6551	6032	5628	6236	965
gene-SAOUHSC_01775	3962	2975	3205	4459	5292	1323
gene-SAOUHSC_01776	27945	25840	20865	55888	66368	8558
gene-SAOUHSC_01777	977	914	776	1456	1995	289
gene-SAOUHSC_01778	38088	30060	26207	24307	22816	5707
gene-SAOUHSC_01779	65820	44174	51125	27983	25173	4427
gene-SAOUHSC_01780	32	30	80	49	205	30
gene-SAOUHSC_01781	4119	3933	3636	3041	4262	337
gene-SAOUHSC_01782	1896	2155	1982	1925	3276	927
gene-SAOUHSC_01783	5	2	4	0	0	0
gene-SAOUHSC_01784	35429	28557	28989	11189	13443	2031
gene-SAOUHSC_01785	28867	23147	23641	8354	11924	873
gene-SAOUHSC_01786	44249	37868	36782	14462	17187	3326
gene-SAOUHSC_01787	6052	4810	5890	31334	57538	9385
gene-SAOUHSC_01788	6142	5366	3987	28211	80581	15052
gene-SAOUHSC_01789	7052	6676	5074	18425	32608	1048
gene-SAOUHSC_01791	7413	6607	5921	10559	12735	2164
gene-SAOUHSC_01792	6838	6079	4831	12793	13501	2342
gene-SAOUHSC_01793	2381	2410	1777	5891	7156	886
gene-SAOUHSC_01794	19629	27369	18657	20205	22274	892
gene-SAOUHSC_01795	4726	3184	3829	4199	6316	1222
gene-SAOUHSC_01796	3717	2834	3037	4420	4912	558
gene-SAOUHSC_01797	8270	6130	5761	11735	11977	1456
gene-SAOUHSC_01798	2237	1451	2338	1204	1092	71
gene-SAOUHSC_01799	5855	3952	4359	3947	3795	340
gene-SAOUHSC_01800	1252	906	867	2651	3316	413
gene-SAOUHSC_01801	14251	9940	9769	6290	5118	1031
gene-SAOUHSC_01802	5833	4480	4112	3263	2754	443
gene-SAOUHSC_01803	7776	6095	4266	29181	36706	5121
gene-SAOUHSC_01804	120	100	90	27	37	3
gene-SAOUHSC_01805	161	120	115	77	44	9
gene-SAOUHSC_01806	11330	8742	7033	39070	31433	11137
gene-SAOUHSC_01807	3933	3475	2862	9422	13548	6996
gene-SAOUHSC_01808	12419	7700	10185	6797	8385	1895
gene-SAOUHSC_01809	7845	5372	6147	5203	6616	990
gene-SAOUHSC_01810	6215	4024	4619	4428	6368	1880
gene-SAOUHSC_01811	17265	13441	11516	18014	15807	2659
gene-SAOUHSC_01812	4356	3293	2802	4185	4056	814
gene-SAOUHSC_01813	4903	3935	2945	5958	5546	1047
gene-SAOUHSC_01814	6745	5056	4726	9314	8811	1270
gene-SAOUHSC_01815	6905	6445	5027	12948	11957	2388
gene-SAOUHSC_01816	2492	1650	1765	4253	5030	1278
gene-SAOUHSC_01817	65	63	31	107	40	4
gene-SAOUHSC_01818	13321	14009	8486	11532	13441	3149
gene-SAOUHSC_01819	19620	17189	8213	51496	46943	23057
gene-SAOUHSC_01820	10583	8539	7014	8772	7173	1274
gene-SAOUHSC_01821	2022	1446	1152	2845	2102	246
gene-SAOUHSC_01822	6333	4452	3177	9702	6487	676
gene-SAOUHSC_01823	1237	1186	1130	1116	2031	187
gene-SAOUHSC_01824	2306	2285	1956	1829	2797	701
gene-SAOUHSC_01825	1707	1479	1373	1388	2051	131
gene-SAOUHSC_01826	1	0	0	0	0	0
gene-SAOUHSC_01827	26629	18274	18793	26927	25697	2972
gene-SAOUHSC_01828	628	453	392	1641	1827	516
gene-SAOUHSC_01829	66038	68187	56096	40678	47640	10053
gene-SAOUHSC_01830	1175	781	860	971	1486	211
gene-SAOUHSC_01831	1099	978	589	1660	2056	351
gene-SAOUHSC_01832	950	1028	472	18179	23575	3881
gene-SAOUHSC_01833	2643	2196	1845	17331	22154	3138
gene-SAOUHSC_01834	4	5	2	3	4	0
gene-SAOUHSC_01835	3075	2392	2604	8421	11978	1118
gene-SAOUHSC_01836	7665	5548	5801	4905	5730	782
gene-SAOUHSC_01837	1426	1064	968	2620	3167	518
gene-SAOUHSC_01838	3758	2885	1762	8056	9165	2182
gene-SAOUHSC_01839	1098	690	657	1498	1787	241
gene-SAOUHSC_01840	678	368	497	905	1193	66
gene-SAOUHSC_01841	2	0	0	0	0	0
gene-SAOUHSC_01843	2426	1648	1422	774	970	130
gene-SAOUHSC_01844	6	6	2	2	3	2
gene-SAOUHSC_01845	10916	9047	5489	16582	21639	5745
gene-SAOUHSC_01846	3740	4453	2310	8466	16672	2843
gene-SAOUHSC_01847	757	855	429	3354	4155	635
gene-SAOUHSC_01849	1685	1882	923	4220	5700	1329
gene-SAOUHSC_01850	20398	14102	13262	17500	27900	2322
gene-SAOUHSC_01851	0	0	1	3	1	1
gene-SAOUHSC_01852	5379	3621	3616	22693	39453	5391
gene-SAOUHSC_01853	19	20	14	23	24	1
gene-SAOUHSC_01854	37799	30944	25324	58364	75683	25115
gene-SAOUHSC_01855	37303	28594	21057	55726	32421	6504
gene-SAOUHSC_01856	10238	7712	7259	13000	18526	2229
gene-SAOUHSC_01857	19938	14786	13446	28542	37002	8376
gene-SAOUHSC_01858	1475	996	936	2322	2830	929
gene-SAOUHSC_01859	1607	1109	1094	2199	1835	342
gene-SAOUHSC_01860	2060	1377	1226	4945	4503	1302
gene-SAOUHSC_01861	3216	2015	2017	3453	3874	1147
gene-SAOUHSC_01863	2022	1315	1567	4356	4133	220
gene-SAOUHSC_01864	1855	1396	1139	2409	3140	865
gene-SAOUHSC_01865	15050	11963	12238	12573	17989	2884
gene-SAOUHSC_01866	16978	13769	12252	19589	22014	7893
gene-SAOUHSC_01867	4152	2903	3217	4832	6251	1116
gene-SAOUHSC_01868	2778	2189	1777	9706	11455	5765
gene-SAOUHSC_01869	7536	7962	6005	19337	33077	4022
gene-SAOUHSC_01870	4400	3317	3479	4620	7035	994
gene-SAOUHSC_01871	4262	3171	2919	6402	6072	1318
gene-SAOUHSC_01872	1905	1748	1403	2233	2963	816
gene-SAOUHSC_01873	5388	3735	4022	1534	1710	300
gene-SAOUHSC_01874	453	337	331	826	1506	653
gene-SAOUHSC_01875	3339	2959	2318	6884	7668	2361
gene-SAOUHSC_01876	2282	2218	1526	2878	2283	600
gene-SAOUHSC_01877	2631	1972	1567	3714	3801	999
gene-SAOUHSC_01878	2218	1558	1363	2744	2859	228
gene-SAOUHSC_01879	6823	5223	4872	7519	6640	446
gene-SAOUHSC_01880	160	111	108	81	121	10
gene-SAOUHSC_01881	149	118	108	84	82	6
gene-SAOUHSC_01882	7512	5094	4786	5927	6105	904
gene-SAOUHSC_01883	15	8	24	11	36	5
gene-SAOUHSC_01884	3952	5401	2117	27614	39652	5524
gene-SAOUHSC_01886	1206	1171	909	1090	813	278
gene-SAOUHSC_01887	2517	2966	2354	2329	2771	449
gene-SAOUHSC_01888	1395	1522	1173	1293	1329	303
gene-SAOUHSC_01889	2549	3090	2215	2917	2886	1018
gene-SAOUHSC_01890	450	362	304	718	734	152
gene-SAOUHSC_01891	461	435	369	293	471	12
gene-SAOUHSC_01893	1773	1592	1716	1088	1419	62
gene-SAOUHSC_01894	946	838	875	615	609	169
gene-SAOUHSC_01895	8688	7240	6524	9332	12067	1664
gene-SAOUHSC_01896	1172	778	810	1783	2180	117
gene-SAOUHSC_01897	640	469	703	576	404	17
gene-SAOUHSC_01898	699	522	852	599	337	21
gene-SAOUHSC_01899	375	274	310	1428	2110	94
gene-SAOUHSC_01900	1267	705	1031	462	293	27
gene-SAOUHSC_01901	7133	5273	2814	12273	12619	877
gene-SAOUHSC_01902	46	22	37	289	246	26
gene-SAOUHSC_01903	52	39	42	152	201	22
gene-SAOUHSC_01904	122	73	74	103	143	14
gene-SAOUHSC_01905	142	106	115	46	53	4
gene-SAOUHSC_01906	58	28	38	12	1	1
gene-SAOUHSC_01907	1267	1123	587	2180	2963	1121
gene-SAOUHSC_01908	9616	7750	6737	10589	11719	576
gene-SAOUHSC_01909	8980	6915	7182	9259	11369	2798
gene-SAOUHSC_01910	38901	40104	24397	32451	38350	5686
gene-SAOUHSC_01911	738	542	639	1324	2259	102
gene-SAOUHSC_01912	676	378	375	185	164	99
gene-SAOUHSC_01913	68	43	47	53	82	17
gene-SAOUHSC_01914	1212	842	794	1872	2190	255
gene-SAOUHSC_01915	894	579	504	803	790	174
gene-SAOUHSC_01916	716	509	380	916	957	294
gene-SAOUHSC_01917	512	319	370	92	103	4
gene-SAOUHSC_01918	11141	14788	9007	11409	9253	1183
gene-SAOUHSC_01919	17800	21737	14230	14318	8894	1837
gene-SAOUHSC_01920	335	294	274	452	375	25
gene-SAOUHSC_01921	212	155	137	218	127	6
gene-SAOUHSC_01922	507	313	337	379	368	33
gene-SAOUHSC_01923	93	54	67	230	220	20
gene-SAOUHSC_01924	18	7	6	10	32	1
gene-SAOUHSC_01925	26	24	28	29	29	33
gene-SAOUHSC_01926	386	317	288	340	788	168
gene-SAOUHSC_01927	152	123	129	177	204	14
gene-SAOUHSC_01928	147	147	93	147	283	7
gene-SAOUHSC_01929	33	20	13	39	10	3
gene-SAOUHSC_01930	414	241	514	455	718	55
gene-SAOUHSC_01931	702	414	595	1046	1300	220
gene-SAOUHSC_01932	801	504	490	1284	1658	429
gene-SAOUHSC_01933	583	389	316	1731	1876	665
gene-SAOUHSC_01934	22	6	12	6	5	3
gene-SAOUHSC_01935	1466	641	638	244	366	107
gene-SAOUHSC_01936	766	410	329	160	256	72
gene-SAOUHSC_01937	3	1	5	4	9	0
gene-SAOUHSC_01938	1176	618	499	253	466	220
gene-SAOUHSC_01939	1099	683	505	284	592	142
gene-SAOUHSC_01941	1038	576	501	358	920	167
gene-SAOUHSC_01942	1098	621	473	416	769	172
gene-SAOUHSC_01943	23	26	21	20	20	2
gene-SAOUHSC_01944	888	470	507	910	690	76
gene-SAOUHSC_01945	680	563	527	1330	2312	214
gene-SAOUHSC_01947	571	546	362	1398	1355	596
gene-SAOUHSC_01948	1172	1323	785	2684	3178	456
gene-SAOUHSC_01949	1005	876	590	1327	1715	203
gene-SAOUHSC_01950	62	48	49	44	47	4
gene-SAOUHSC_01951	266	150	175	133	204	19
gene-SAOUHSC_01952	533	352	367	340	518	24
gene-SAOUHSC_01953	369	241	164	159	142	6
gene-SAOUHSC_01954	479	332	294	154	168	27
gene-SAOUHSC_01955	226	162	139	77	94	8
gene-SAOUHSC_01956	379	270	321	225	196	9
gene-SAOUHSC_01957	1834	1295	1418	2810	4811	482
gene-SAOUHSC_01958	733	693	525	1507	2131	494
gene-SAOUHSC_01959	13	7	15	4	8	0
gene-SAOUHSC_01960	5813	5339	4425	5327	6628	1260
gene-SAOUHSC_01961	2644	2609	1933	2981	3826	992
gene-SAOUHSC_01962	2725	2590	2043	3313	4816	586
gene-SAOUHSC_01963	0	0	1	2	1	2
gene-SAOUHSC_01964	3207	2911	1701	13864	19186	700
gene-SAOUHSC_01966	2389	1470	1524	4706	5901	754
gene-SAOUHSC_01967	1140	812	551	3287	3593	378
gene-SAOUHSC_01968	2634	2224	1932	4457	5387	195
gene-SAOUHSC_01969	10031	8691	6136	34410	34159	15944
gene-SAOUHSC_01971	134	103	92	511	453	42
gene-SAOUHSC_01972	54488	39897	50501	10496	15413	1942
gene-SAOUHSC_01973	8610	6048	6145	10974	12783	2108
gene-SAOUHSC_01974	14197	10899	10792	23496	27728	3643
gene-SAOUHSC_01975	3154	2665	2261	10826	12724	1093
gene-SAOUHSC_01976	52	52	31	20	24	2
gene-SAOUHSC_01977	8079	6286	4933	10713	11954	849
gene-SAOUHSC_01978	3512	2407	2512	3346	3598	289
gene-SAOUHSC_01979	1550	1174	1037	1120	1188	85
gene-SAOUHSC_01980	500	375	332	659	771	57
gene-SAOUHSC_01981	937	637	603	1323	1554	126
gene-SAOUHSC_01982	2730	2433	1637	5289	5243	928
gene-SAOUHSC_01983	3822	3257	2107	9822	10196	2948
gene-SAOUHSC_01984	375	301	320	750	640	46
gene-SAOUHSC_01985	78	35	34	29	20	7
gene-SAOUHSC_01986	6241	4575	3801	10179	8525	1049
gene-SAOUHSC_01987	16829	14732	10525	29506	28392	3793
gene-SAOUHSC_01988	938	818	731	1145	1545	311
gene-SAOUHSC_01989	1912	1695	1525	2893	3769	724
gene-SAOUHSC_01990	1780	1155	1540	602	1418	352
gene-SAOUHSC_01991	1931	1385	1721	526	1850	153
gene-SAOUHSC_01992	2518	2505	2325	3676	3798	658
gene-SAOUHSC_01993	568	386	360	697	596	26
gene-SAOUHSC_01997	30855	23376	23188	26399	36361	1881
gene-SAOUHSC_01998	2905	2023	2522	4296	6780	427
gene-SAOUHSC_01999	1301	925	978	2179	4075	184
gene-SAOUHSC_02000	6512	4645	6613	3239	3657	1402
gene-SAOUHSC_02001	11413	8002	11407	6618	9499	920
gene-SAOUHSC_02002	158	115	108	114	110	9
gene-SAOUHSC_02003	7393	7981	5400	4551	5809	805
gene-SAOUHSC_02004	9043	6733	9260	3418	3813	822
gene-SAOUHSC_02005	1958	1562	1906	1927	2555	253
gene-SAOUHSC_02006	14870	11250	10688	7154	7034	1437
gene-SAOUHSC_02007	11	4	9	2	2	0
gene-SAOUHSC_02008	1634	853	1483	2034	2277	138
gene-SAOUHSC_02009	1550	1165	1156	4267	5410	694
gene-SAOUHSC_02010	363	250	240	1223	2018	193
gene-SAOUHSC_02011	700	533	475	1568	2757	194
gene-SAOUHSC_02012	19600	17208	18778	7954	11645	828
gene-SAOUHSC_02013	6536	6241	4664	14954	14774	2639
gene-SAOUHSC_02014	430	325	359	698	706	34
gene-SAOUHSC_02015	0	0	0	0	0	0
gene-SAOUHSC_02016	0	0	0	0	0	0
gene-SAOUHSC_02017	0	0	0	0	0	0
gene-SAOUHSC_02018	0	0	0	0	0	0
gene-SAOUHSC_02019	0	0	0	0	0	0
gene-SAOUHSC_02020	0	0	0	0	0	0
gene-SAOUHSC_02021	0	0	0	0	0	0
gene-SAOUHSC_02022	0	0	0	0	0	0
gene-SAOUHSC_02023	0	0	0	0	0	0
gene-SAOUHSC_02025	0	0	0	0	0	0
